"Project Id","Project name",Website,"Short description","Long description","Social impact","Start date","End date",Country,Region,Latitude,Longitude,"Linked Organisation IDs","Who we help tags","Support tags",Focus,Technology,"Creation date"
291,"Design for Social Innovation through Social Computing",,,"The research of this DESIS Lab shall confront aforementioned three challenges, focusing in social computing not just as a technology, but more importantly as an enabler (a platform or a tool) in a design context.

Social computing is firstly seen as the computational facilitation of service centric design that integrates the Web of People with the Internet of things, that shortens the feedback loop in adaptive systems and services, and that enables the service to be carried out in in a more flattened and bottom up social structure. With the facilitation service design can be carried out in an interactive and sustainable process. In this process data and input can be collected social interaction among the uses and the stakeholders and from the behavior of the users and the products, analyzed and quickly or directly fed back to the process. There is a need to investigate how to tightly combine and coordinate these computational, physical and social elements to facilitate the service and the design process of it.

Social computing is also seen as a computational platform for social innovation. The aim of the research in this respect is to develop methods, tools and techniques based on social computing to support design as social innovation and design for social innovation. In the case of design as social innovation, the research shall investigate how social computing can be used to support the collaborative design activities by the designers as well as other stakeholders including the end users and to enable collective creativity and intelligence in dealing with the complexity of the systems of today. In the case of design for social innovation, the research shall investigate how to use social computing for design to trigger and support social innovation that leads to societal transformations, by introducing design perspectives and design intervention in a social context.

Social computing could be used for validating design in earlier phases of the process. It is interesting to investigate how social computing could be utilized as a simulation platform for earlier concepts  in this case physical prototypes might be still be necessary but the situational context (people, other things and the environment) can be brought in or closer in order to quest the concept earlier.

The perspective and the competency of using social computing as an enabler in design should be implemented in the design education if the aim of the education is creating intelligent systems, products and related services in a social context. This research should investigate how this can be carried out in a competency-centered learning process, and how to utilize the social computing technologies to facilitate this process.",,,,,,,,223,,"Culture and arts, Education and skills, Health and wellbeing","Open data, Open knowledge","Artificial intelligence and machine learning, big data, Geotagging, GPS and GIS, Mobile and web apps, open data, Open-source technologies, sensors and internet of things, Social networks and social media",1970-01-01
101,"Design global, manufacture local",,,"The hypothetical productive model epitomized by the idea design globalmanufacture local can arguably be considered a working alternative which might perform better than the current unsustainable dominant value model while solving a number of systemic problems. Peer production should be seen as a social advancement within the dominant political economy but with various post-capitalistic aspects in need of protection, enforcement, stimulation and connection with progressive social movements.",,,,,,,,506,,"Energy and environment, Finance and economy, Participation and democracy","Open data, Open hardware, Open knowledge, Open networks","Digital fabrication and 3D-printing, open data, Open-source technologies, Peer-to-peer networks, sensors and internet of things, Social networks and social media",1970-01-01
524,"Design op maat",,,"democratization of customization",,,,,,,,1137,,"Health and wellbeing","Open hardware","Digital fabrication and 3D-printing, sensors and internet of things",1970-01-01
272,"Designers & Artists 4 Genomics Award",,,"The Designers & Artists 4 Genomics Award (DA4GA) highlighted and explored the exciting and novel possibilities between design, artistic practice and Life Sciences.",,,,,,,,78,,"Culture and arts, Education and skills, Energy and environment, Health and wellbeing, Science","Open knowledge","Open-source technologies",1970-01-01
428,"Developing a collaborative editing platform for information about companies' behaviour with respect to their society, environment",,,"Better information for all stakeholders in companies, including their consumers and suppliers.",,,,,,,,"222, 540, 669",,"Culture and arts","Open data, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding",1970-01-01
43,"Developing a collaborative platform for language learning",,,"Using Co-lingua regularly is a good strategy to ensure you multiple exposure to English, German or French cultural items that are relevant to you. You can easily search and enjoy multimedia contents, and learn languages. Create your own lists of favorite elements, add your own contents, share them with your peers and reap cultural discoveries. It is up to you to create and grow your own community of users.
Be a good pursuer in your skills' acquisition and monitor your progress. Share your areas of interests, your learning experiences and much more.

We hope that Co-lingua will accompany you along your way to improving your language skills and that sharing knowledge together will be rewarding. We commit to providing you with engaging, collaborative and relevant learning opportunities for impactful communications.
Presently, Co-Lingua has already  around 5 000 unique visits per day, 250 active users and 30 regular users that uses the website during the last 3 weeks.",,,,,,,,777,,"Education and skills","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Online learning and MOOCs, Peer-to-peer networks, Social networks and social media",1970-01-01
496,"Developing a mobile messaging tool for socially isolated people and organisations",,,,,,,,,,,175,,,,,1970-01-01
615,"Developing www.airesis.eu. A social network for E-Democracy",,,"Propose solutions
A place to report problems, propose solutions, discuss alternatives, to summarize shared. A powerful tool to enhance collective intelligence.

Get involved into e-democracy
Join Groups, choose who represents you and participate in events according to your interests. Together we are stronger.

Choose your future
A decision-making tool to determine innovative choices within groups. A simple voting system, which realizes direct and liquid democracy.

Work in your best interest
Share your experiences, improves the proposals of others. Discover new friends who think like you. Realize your ideas with others.",,,,,,,,814,,"Participation and democracy","Open data, Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Digital democracy tools, Geotagging, GPS and GIS, Social networks and social media",1970-01-01
586,"Development of the ""FreedomBox"" personal server",,,"The social impact will be to contribute to re-decentralizing the Internet, which is an ongoing process that is gaining more and more attention. We need to build alternatives to Google, Facebook, etc. The FreedomBox is a personal server which will allow us to own ""part of the infrastructure"". It will enable decentralized communication, and as a consequence, contribute to empowering individuals and society as a whole.",,,,,,,,665,,"Participation and democracy, Science","Open data, Open knowledge, Open networks","Peer-to-peer networks, Social networks and social media",1970-01-01
697,DIALOGUE,,,"start up of 2 new social businesses involving migrants and disadvantaged communities (20 people)",,,,,,,,1040,,"Education and skills, Finance and economy, Participation and democracy","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Online marketplaces and noticeboards, Peer-to-peer networks, Social networks and social media",1970-01-01
98,"Dialogue Cafe Amsterdam",,,"Dialogue Cafe is based on the radical but simple idea that people have many things in common and given the opportunity, they will explore their common interests, sparking collaborations and stimulating ideas that address the major issues of today. These kinds of conversations and collaborations can lead to new ways of thinking and doing: they can empower individuals and communities, break down prejudice and misconceptions and promote greater understanding and co-operation across cultures.",,,,,,,,78,,"Culture and arts, Education and skills","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Social networks and social media",1970-01-01
694,"DIAVLOS: Creation and evaluation of a unified design methodology and development of Intelligent Transport Systems (ITS) for medium sized ISLAND cities",,,"Time to set new goals: restoring the bal -
ance between modes of transport and development of complementary transport, tackling congestion and putting safety
and quality of services in the heart of our efforts, while retaining the rights to mobility. less congested networks and pave the way for new types of financing in frastructure.
",,,,,,,,635,,"Culture and arts, Health and wellbeing","Open data, Open knowledge, Open networks","Mobile and web apps, sensors and internet of things",1970-01-01
827,"Digital Ad Connector",https://www.infogurushop.com/,"Digital Ad Connector digital advertising local, national and global for less.","<p><strong>Digital Ad Connector</strong> is about providing tools, strategy and knowledge towards digital advertising brands, businesses, talent, local, national and global. There is a huge digital skills gap worldwide and most B2B &amp; B2C businesses do not have a comprehensive web, digital, social or mobile strategy. Infogurushop is a proven SEO, Social and Digital specialist who wants to change that as a Top 50 GEW 2013, IBM Global Entrepreneur Program 2016 and Top 1% Digital and Social Influencer. Digital Ad Connector is an on-going&nbsp; project to 'connect' the world of brands, businesses and talent LOW-COST at just 1 GBP per day 365 days of the year. What do you get:</p>
<ul>
<li>FULL-PAGE web, mobile, digital and social advertising</li>
<li>FULL-PAGE photos, videos, with full description, map and QR Code</li>
<li>Local, national and global listings across all devices</li>
<li>FULL-PAGE multimedia, omnichannel search features</li>
<li>Specialist tools to save you time and learning curves</li>
<li>Business news, information and videos</li>
<li>Jobs and tweet your jobs for FREE @tweets_jobs</li>
<li>Sales leads Organic or PPC camapign services</li>
<li>SEO comes FREE with all listings</li>
<li>Direct links back to your website, phone or social media</li>
<li>Social media campaign management and channel marketing services</li>
<li>No need for an app but if you have one we showcase everything about YOU or your brand</li>
<li>Networking, co-working and collaboration local, national and global</li>
<li>Robots, AI, IOT is coming and humans need to collaborate and brand your talent to win.</li>
</ul>
<p>We need volunteers and commission-based work-at-home rock-stars worldwide in your town or city. Please, share, register or help <a href=""https://www.infogurushop.com/infoguru-meetups/"">https://www.infogurushop.com/infoguru-meetups/</a> here. Can you join or help create this global network?</p>","<p>Social impact of Digital Ad Connector is advertising and showcasing brands, businesses and people of the world. Even the elderly have a talent, but may not know web, mobile or social media we can help.</p>
<p>Video <a href=""https://www.youtube.com/watch?v=gq6r-Frhww4"">https://www.youtube.com/watch?v=gq6r-Frhww4</a> we need volunteers or work-at-home worldwide in your town or city. Please, share, register or help <a href=""https://www.infogurushop.com/infoguru-meetups/"">https://www.infogurushop.com/infoguru-meetups/</a>&nbsp; here.</p>
<p>&nbsp;</p>",2017-01-01,,"United Kingdom",Birmingham,52.4776875,-1.8948515,,"digital advertising, digital social innovation, multimedia advertising, omnichannel advertising, social innovation","Culture and arts, Education and skills, Finance and economy, Neighbourhood regeneration, Participation and democracy, Work and employment","Open knowledge, Open networks",,2017-01-31
258,"Digital Age Project",,,"While digital inclusion is important in its own right, this project aims to use it to meet other needs that older people in sheltered housing face: the need for positive social interaction with peers, family, and the community at large; the need to stay mentally and physically active in later life; the need for access to information and services; and the need to make the best use of limited finances.

The three main outcomes of the project will be:

1. Older people in sheltered housing schemes have improved quality of life including being less isolated, more mentally active, better informed and better off financially because they are more digitally included.
2. Older people involved in the intergenerational theme of the project have increased contact across the generations leading to more developed online skills for older people and better communication skills for young people leading to a better understanding of each other for both groups.
3. Organisations caring for older people are more likely to promote digital inclusion because they have access to research and practical toolkits.",,,,,,,,662,,"Health and wellbeing","Open knowledge","Peer-to-peer networks, Social networks and social media",1970-01-01
474,"Digital assignment",,,"Growth in use of online education tools",,,,,,,,832,,"Education and skills","Open data","Peer-to-peer networks",1970-01-01
314,"Digital Augmentation of Cities",,," We aim to become large-scale network of sonic laboratories for augmented aurality for local citizens to reach new levels of cultural and social awareness. 
2013 Network evidence - synchronised activities in 11 cities: Valencia, Malaga, Virginia, Gavle, Avignon, Linz, Grenoble, Volos, Hanoi, Tempere and Oxford",,,,,,,,241,,"Culture and arts, Neighbourhood regeneration","Open data, Open knowledge",,1970-01-01
63,"Digital Communications",,,,,,,,,,,321,,,,,1970-01-01
91,"Digital eBook in Sign Language",,,"The activity and research are mainly aimed towards deaf and hearing children in the UK, however findings and collaborations are likely to reach New Zealand, Australian, French and American audiences involved in teaching and delivering information to children. ",,,,,,,,218,,"Culture and arts, Education and skills","Open knowledge","Mobile and web apps, open data",1970-01-01
620,"Digital Enlightenment Forum (DEF)",,,"DEF sharply focuses on finding and supporting game-changing solutions for dilemmas concerning digitisation and society, that will stimulate innovation and sustainable evolution and therefore are beneficial to all. The two Yearly for a were highly successful (see web site) as well as are the Yearbooks. ",,,,,,,,237,,"Participation and democracy, Science","Open data, Open knowledge",,1970-01-01
120,"Digital Ethnography Research Centre Europe",,,"Providing a nuanced understanding of how people experience the digital, including issues of participation and citizenship.",,,,,,,,769,,"Culture and arts, Health and wellbeing, Neighbourhood regeneration, Participation and democracy","Open data, Open hardware, Open knowledge, Open networks","Mobile and web apps, Online learning and MOOCs, open data, Peer-to-peer networks, Social networks and social media",1970-01-01
690,"Digital Global EU youth",,,"There will be numerous benefits to individuals and communities which will be documented on an on-going basis.",,,,,,,,1009,,"Education and skills, Neighbourhood regeneration, Participation and democracy, Work and employment","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Digital democracy tools, Online learning and MOOCs, Peer-to-peer networks, Social networks and social media",1970-01-01
288,"Digital Inclusion",,,"Our main role is to help new computer users gain experience and confidence to use ICT to enhance their personal lives with a particular focus on making them more employable.  ",,,,,,,,225,,"Finance and economy, Health and wellbeing, Work and employment","Open hardware","Mobile and web apps, Online learning and MOOCs, Peer-to-peer networks, Social networks and social media",1970-01-01
486,"Digital inclusion  ICT centres",,,"We aim to provide the senior citizens with informal training in the use of computers and IT communication methods. Our aim is to equip them with the ability to navigate the digital realm, easily and with confidence, while at the same time establishing a social Network.",,,,,,,,900,,"Education and skills, Health and wellbeing, Neighbourhood regeneration, Participation and democracy","Open data, Open knowledge, Open networks","Online learning and MOOCs, Peer-to-peer networks, Social networks and social media, Wearables and personal monitoring",1970-01-01
614,"Digital Inclusion in Big Local areas",,,"Increase numbers of people in disadvantaged areas on line and using social media and networking and learning opportunities etc",,,,,,,,879,,"Culture and arts, Finance and economy, Neighbourhood regeneration, Participation and democracy, Work and employment","Open hardware, Open networks","Mobile and web apps, Online learning and MOOCs, open data, Peer-to-peer networks, Social networks and social media",1970-01-01
440,"Digital inclusion in social housing",,,"social and digital inclusion and reduce the unumployment ",,,,,,,,772,,"Education and skills, Neighbourhood regeneration, Participation and democracy, Work and employment","Open knowledge, Open networks","Mobile and web apps, Social networks and social media",1970-01-01
64,"Digital Magazine diffunding digital fabrications to communities in Spain and Latinamerica",,,"With this digital magazine we provide a platform for all spanish countries in the world, who want to discuss and diffuse what is happenind with 3D printing and digital fabrications on their countries. This magazine want to make this technologies reachable for all people.",,,,,,,,826,,"Culture and arts, Education and skills, Science","Open hardware, Open knowledge","Digital fabrication and 3D-printing",1970-01-01
398,"Digital Skills Development for Young People",,,"To equip young people with digital skills.

To promote opportunities generally available to young people in Calderdale. To reduce social isolation and encourage participation.

Very Active social media networks. 

Creation of youth orientated events calendar.

Linked numerous young people with opportunities in Calderdale for example young writers with library projects. Young reporters with events across the region. 

Delivery of workshops for National Youth Conference. 

Reportage from 'Youth Voice' organisations and regular updates from Member for Youth Parliament. ",,,,,,,,172,,"Education and skills, Participation and democracy, Work and employment","Open knowledge","Social networks and social media",1970-01-01
369,"Digital Social Innovation",,,"The ultimate aim of the research is to, through an understanding of the potential in using digital technologies to support and scale social innovation,  understand how institutional funders can better engage with and support more digital social innovation to happen at scale across the EU. Building on this the network map of DSI organizations seeks to promote opportunities for collaboration. ",,,,,,,,"39, 78, 95, 267, 308, 383, 555, 589, 820, 916, 1004, 1011, 1026, 1174, 1208, 1244",,"Education and skills, Participation and democracy","Open data, Open hardware, Open knowledge, Open networks","big data, Crowdsourcing, crowdmapping and crowdfunding, Digital fabrication and 3D-printing, Online learning and MOOCs, open data, Social networks and social media",1970-01-01
269,"Digital storytelling",,,"Letting young people use digital storytelling to work on the stories of the past, who they are today, and what they imagine for themselves in the future. Those stories are communicated to adults in their families and networks to help them with those stories. ",,,,,,,,908,"digital social innovation, storytelling","Education and skills, Health and wellbeing","Open knowledge","Mobile and web apps, Peer-to-peer networks",1970-01-01
296,"Digital Storytelling for development",,,"Project just starting",,,,,,,,1150,,"Neighbourhood regeneration, Participation and democracy","Open knowledge","Mobile and web apps",1970-01-01
656,"Digital studies",,,"Digital studies have a strong impact on relationships between science and society and on new forms of contributive education and publication.",,,,,,,,"198, 577, 916",,"Education and skills, Science","Open knowledge","Online marketplaces and noticeboards, Social networks and social media",1970-01-01
528,"Digitale Helden",,,"Internet safety through knowledge. Peer to peer education & participation in online learning for students in secondary schools.",,,,,,,,859,,"Education and skills, Finance and economy, Work and employment","Open knowledge","Online learning and MOOCs, Peer-to-peer networks, Social networks and social media",1970-01-01
839,"Dignity Platform",http://www.dignityplatform.org,"Dignity Platform is a marketplace where people can help or hire their neighbours for odd jobs, to raise money for their favourite causes.","<p><span style=""font-weight: 400;"">Dignity Platform is our idea to create an online fundraising marketplace. It will be a community led app and website, for people to hire and be hired by one another, for useful odd jobs. This can be absolutely anything, from fixing your car to babysitting, a french lesson to accounting advice. Professional, creative, physical or academic, everyone&rsquo;s gifts are infinite. The fee, paid by the hirer, is donated to causes, charities or meaningful projects, chosen half by the Hirer and half by the 'Doer&rsquo;.</span></p>
<p><span style=""font-weight: 400;"">The app will also be integrated with our friend&rsquo;s project Represent Me. (</span><a href=""https://represent.me/""><span style=""font-weight: 400;"">https://represent.me/</span></a><span style=""font-weight: 400;"">) We intent to collaborate with their online democratic tool, to start a conversation between donors and the causes they support. Making the giving process participative and engaging, rather than obligate and money focused; treating people as more than just a wallet, leveraging their collective intelligence. This is just one of the ways we aim to practice what we preach, and learn what we teach; for projects to continuously try to innovate. We see that we could create our own voting and ideas system, but why waste time and resources when we can collaborate instead. We are leading by example, actively and openly cooperating with other projects that align with our values and vision.</span></p>","<p><strong>Inspire Inspired giving.</strong></p>
<p><span style=""font-weight: 400;"">We recognize inspiring and purposeful organisations have a battle gaining funding for their World changing solutions. We want to create a better way, where begging for donations will be a thing of the past. Participation in the cause, not obligation. To change the currency of giving.</span></p>
<p><strong>Establish sustainable fundraising.</strong></p>
<p><span style=""font-weight: 400;"">To create a flow of support for solution based organisations. To allow useful projects to focus on their purpose, not wasting time and motivation on the fuel needed to keep the wheels running.</span></p>
<p><strong>Harness collective intelligence.</strong></p>
<p><span style=""font-weight: 400;"">To further value cause supporters, we plan to collaborate with our friend&rsquo;s project, (</span><a href=""https://represent.me/""><span style=""font-weight: 400;"">https://represent.me/</span></a><span style=""font-weight: 400;"">) To utilise this tool to initiate conversation between supporters and causes they support; for everyone to participate in the solution they invest in.</span></p>
<p><strong>Value every member of society.</strong></p>
<p><span style=""font-weight: 400;"">The app will give purpose to everyone, whatever their skill or ability. Giving each member of society the chance to give and feel useful, through their expertise, passion and time.</span></p>
<p><strong>Upskill people.</strong></p>
<p><span style=""font-weight: 400;"">Giving by doing. We intend to provide the means for people to learn and build new skills and passions. Anyone can be hired no matter their skill level, giving people the ability to learn and improve.</span></p>
<p><strong>Build trust.</strong></p>
<p><span style=""font-weight: 400;"">To enable real face to face community connections, everywhere. Social isolation is becoming an increasing problem, with the internet fueling aspects of disconnect. We will tackle this by bringing neighbors who have never met together. For people to relate and cohere over great causes and allow self and peer appreciation be realised.</span></p>
<p><strong>Forge community marketplaces.</strong></p>
<p><span style=""font-weight: 400;"">To manifest a community economy, where locals can find and hire the people they need, within their own community of passionate givers. Charities and causes will be able to hire and help other people in equally valuable groups, and the money can be donated to their own cause or others; creating a recycling of funds.</span></p>
<p><strong>Grow empathy and altruism.</strong></p>
<p><span style=""font-weight: 400;"">To help people realize their ability to give.</span> <span style=""font-weight: 400;"">To empower neighbours to help one another. True altruism only needs an excuse, the impacts are boundless.</span></p>",2016-01-01,,"United Kingdom",Brighton,50.8220399,-0.137406,,"Charities, community, community networks, crowdfunding, cybervolunteering, Democratic Innovation, funding, fundraising, givingeconomy, innovatefundraising, localeconomy, opencollaboration, radical, selforganised, support, Teal, volunteering","Culture and arts, Education and skills, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open knowledge, Open networks","Mobile and web apps",2017-02-14
44,DisciplineXgames,,,"The Problem:
The phenomenon has been well documented, hyperbolic discounting is the human tendency to prefer smaller payoffs now over larger payoffs later, which leads one to largely disregard the future when it requires sacrifices in the present.
""Eat, drink and be merry, for tomorrow we may die."" It's an appealing philosophy to some, but for an average person in the modern world, on any given day we are roughly 26,000 times more likely to be wrong than right about tomorrow's survivability. More often than not, one must answer for all reckless consumption and merriment; yet most of us continue to make choices which are detrimental to our futures.
 
Our Solution:
We believe that a behavioural change intervention, at a social-network level, is required if we are to calm our rate of consumption to manageable levels.
 
We have leveraged behavioural economics techniques from the evidence based, Road Safety  Average Speed Camera Intervention to allow people to self-select themselves to a programme of social surveillance, using wearable devices to remotely compete in games of discipline against friends and family, and by so doing maintain target behaviours that reduce consumption rates or increase activity levels to compensate for consumption rates.
 
Why Now:
The explosion of sensors we are witnessing today is spurring innovation across industry due to their effectiveness of price point, innovation in what can be measured, and the existence of ubiquitous networks to allow the aggregation of that data. 

For the first time we have the technology to monitor and validate adherence to target behaviour remotely. Nowhere is that more important than in the health and wellbeing space, where the world faces epic challenges coming from an aging population, a centralised health system that is straining to scale to current demands, and growing health concerns due to obesity and diabetes. 
",,,,,,,,216,,"Education and skills, Health and wellbeing, Participation and democracy","Open data, Open knowledge","big data, Geotagging, GPS and GIS, Peer-to-peer networks, sensors and internet of things, Social networks and social media, Wearables and personal monitoring",1970-01-01
265,"DISENO SOCIAL (Social Design)",,,"We work in integrating socially concerned designers and NGOs to help them improve the quality of their communications, whether from the formation or from the connection between designers and organizations.

Along with the development of projects for NGOs, en+ continues a line of analysis and investigation to improve communication and social design research groups and creating online formation courses specializing in the designand social media.",,,,,,,,"386, 561",,"Culture and arts, Education and skills, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open knowledge","Online learning and MOOCs, Social networks and social media",1970-01-01
155,"Disrupt journalism, knowledge distribution and societal networks.",,,"Pressformore : a periodical, a web platform and a nonprofit organization.

Through this campaign, we lay the foundation of a larger project, an ecosystem entirely shaped by its users (i.e. crowdshaped).
If our goal is reached, it will contribute to fund the following three components: 

    The web platform 

As we said, this first edition is part of a wider media project, which aims to provide journalists and readers an environment for discussion and collaboration. For the public, Pressformore wants to be a source of knowledge, with which it will have access to better information, interact in any stage of its creation, deepen their knowledge and sharpen their critical sense. 
For publishers, this platform will let them propose topics of investigation on any themes they want and let their audiences free to crowdfund those ideas. Eventually, the platform will provide modern and effective tools to experts, journalists, technicians and bloggers to collaborate and produce quality content. ",,,,,,,,"450, 938",,"Education and skills, Participation and democracy","Open data, Open knowledge, Open networks","big data, Crowdsourcing, crowdmapping and crowdfunding, Online marketplaces and noticeboards, open data, Peer-to-peer networks",1970-01-01
857,Dissertationplanet,,,,,,,,,,,,,,,,2017-03-06
573,"Distributed Social Network",,,"collaboration with numerous networks, extending from circles of core members to friends of friends level ",,,,,,,,417,,"Participation and democracy","Open data, Open hardware, Open knowledge, Open networks","Peer-to-peer networks",1970-01-01
298,"DIY Audio Electronics",,,"We want creative people to take creative control of the electronics they use for their craft. We have introduced over 400 people to DIY audio electronics in the past 12 months.
Recently, Thom Conaty, the founder of the company has set up the Dublin Music Hackspace that now has over 40 members.",,,,,,,,374,,"Education and skills, Science, Work and employment","Open hardware, Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Online learning and MOOCs, open data, Open-source technologies, Peer-to-peer networks",1970-01-01
352,"Do It Together Bio",,,"Waag Society connects her activities in the field of biotechnology and the relation between art, design and science to the Fablab methodology. In the Waag building, an Open Wetlab will arise where amateurs work on biotechnology. A part of the technology will be developed during workshops. Together, artists, designers, scientists and amateurs work on prototypes, experiments and works of art.",,,,,,,,78,,"Education and skills, Energy and environment, Health and wellbeing, Science","Open knowledge","Open-source technologies",1970-01-01
432,DonorSearch,,,"369240682.html and many other.
Names of all those involved: Project team includes two developers - Vitaly Arkhipov, Ekaterina Nikitina; Web Designer - Roman Karpov, CEO - Ruslan Shekurov and more than 1000 volunteers in the CIS countries.
",,,,,,,,156,,"Health and wellbeing","Open data, Open networks","big data, Mobile and web apps, open data, Open-source technologies, Peer-to-peer networks, Social networks and social media",1970-01-01
732,"Draft - Collaborative workshop and eshop",,,"Draft provides a coworking and a comaking space with professional machines and tools for independant creators, designers, engineers. The e-shop aims at testing a product directly after validating the prototype. Creators will produce only what will be sold. We also provide classes to help creators grow their business.",,,,,,,,1069,,"Culture and arts, Education and skills, Work and employment","Open hardware","Artificial intelligence and machine learning, Digital fabrication and 3D-printing, Online marketplaces and noticeboards, sensors and internet of things",1970-01-01
727,DSI-AU,,,"third sector initiatives are working on solutions to problems through interdisciplinary approaches. Understanding how thephenomena of digital social innovation is leveraging technology to improve outcomes in Australia is the focus of this research. Contributing a theory of DSI within an Australian context through methodological insights for the use of digital technology in social programs and the role of DSI in contributing to social development.",,,,,,,,15,,"Culture and arts, Education and skills, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open data, Open hardware, Open knowledge, Open networks","Artificial intelligence and machine learning, big data, Crowdsourcing, crowdmapping and crowdfunding, Digital democracy tools, Digital fabrication and 3D-printing, Geotagging, GPS and GIS, Mobile and web apps, Online learning and MOOCs, Online marketplaces and noticeboards, open data, Peer-to-peer networks, sensors and internet of things, Social networks and social media, Wearables and personal monitoring",1970-01-01
740,DSI4EU,http://www.digitalsocial.eu,"DSI4EU is a project helping to grow the digital social innovation community across Europe.","<p class=""intro"">Digital technologies and the internet have transformed many areas of business &ndash; from Google and Amazon to Airbnb and Kickstarter. Huge sums of public money have supported digital innovation in business, as well as in fields ranging from the military to espionage. But there has been much less systematic support for innovations that use digital technology to address social challenges.</p>
<p>Across Europe a growing movement of tech entrepreneurs is developing inspiring digital solutions to social challenges. These range from social networks for those living with chronic health conditions, to online platforms for citizen participation in policymaking, to using open data to create more transparency about public spending. We call this digital social innovation (DSI). We have set up digitalsocial.eu to build a network of digital social innovation in Europe. People and projects interested in DSI can use the site to showcase their work, learn about DSI, find collaborators for projects and find information on events and funding opportunities for DSI.</p>
<p>DSI4EU is being managed by a consortium of partners: Nesta (UK), Waag Society (Netherlands) and SUPSI (Switzerland).&nbsp;</p>
<div class=""login-li long menu-li readmore-li"">&nbsp;</div>
<p class=""bold-p""><strong>Specifically, the project:</strong></p>
<ul>
<li>Creates an online resource on digitalsocial.eu that enables those interested in, and working on, digital social innovation in Europe to learn about it, showcase their work, find new collaborators and learn about events and new funding opportunities.</li>
<li>Engages the existing communities of digital social innovators in the network.</li>
<li>Carries out research on how to grow DSI in Europe.</li>
<li>Uses insights about the European DSI network to develop a set of recommendations about how policymakers and funders can best support, engage with and make the most of DSI and ensure it can continue to grow in the future.</li>
<li class=""li-bottom"">Develops a set of tools that supports people and organisations interested in develop digital solutions that address social challenges.</li>
</ul>
<p>DSI4EU is supported by the European Union and funded under the Horizon 2020 Programme. Grant agreement no 688192.</p>","<p>The DSI4EU project aims to bring together&nbsp;Europe's DSI community so that that projects, people and organisations can meet one another and collaborate, so that innovators can find inspiring stories, resources and tools, and so that the DSI community in Europe can grow and scale.&nbsp;</p>",2016-02-01,2017-04-30,,,,,"78, 1174, 1208","collaboration, community, digital social innovation, european, events, funding, network, support","Culture and arts, Education and skills, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open data, Open knowledge, Open networks",,1970-01-01
189,E-inclusion,,,"This project helps people who do not use Internet easily. It's a way to help organizations that fight against the digital divide.",,,,,,,,496,,"Participation and democracy","Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Social networks and social media",1970-01-01
605,"e-mentoring community",,,"Support & scale (women's) entrepreneurship & social innovation.",,,,,,,,1109,,"Education and skills","Open data, Open knowledge, Open networks","Online learning and MOOCs",1970-01-01
606,e4c,,,"bla bla ",,,,,,,,89,,"Culture and arts, Energy and environment, Finance and economy, Neighbourhood regeneration","Open data, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Digital democracy tools",1970-01-01
572,"Earth Intelligence Network",,,"None to date.",,,,,,,,801,,"Education and skills","Open data, Open hardware, Open knowledge, Open networks",,1970-01-01
289,"East Cleveland Online",,,"Were hoping these initiatives can grow and spread and create new opportunities in a rural area of industrial decline.",,,,,,,,1110,,"Education and skills, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy","Open knowledge","Online learning and MOOCs, Social networks and social media",1970-01-01
72,Eaupen,,,"We want to offer an easy and collaborative alternative to disposable bottle for outdoor hydratation. Tap water is everywhere but invisible, Eaupen reveals it ! most big cities in France have sent us their data and users are adding water fountains everyday. We would like tu merge our open maps with other European initiatives of the same kind",,,,,,,,100,,"Culture and arts, Health and wellbeing","Open data, Open networks","Geotagging, GPS and GIS, Mobile and web apps, open data, Open-source technologies",1970-01-01
206,"eCampaigning Forum Community",,,"Collaborative learning how to achieve a greater social impact through digital is the primary impact of the eCampaigning Forum (ECF) community. One source of evidence of this impact is that participants regularly state that the ECF community is invaluable to their work and career within campaigning by helping them not only know where to focus, but how to do things and helps them influence others inside their organisation and within coalitions.",,,,,,,,"18, 170, 347, 379",,"Education and skills, Participation and democracy","Open knowledge, Open networks","Online learning and MOOCs, Peer-to-peer networks, Social networks and social media",1970-01-01
103,ECLECTIS,,,"The project focuses on European diversity, intercultural dialogue and new technologies as sources to stimulate creativity and new practices.",,,,,,,,"78, 185, 314",,"Culture and arts, Education and skills, Energy and environment, Health and wellbeing, Science","Open knowledge","Mobile and web apps, Social networks and social media",1970-01-01
